2017-10-27 01:14:46	Novi Beograd - Stari Merkator Hotel Jugoslavija ID#2222809	Beograd, Novi Beograd Blok 11c (Stari Merkator)	 90 m2, 600 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384306/novi-beograd-stari-merkator-hotel-jugoslavija-id-2222809/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Sređen namešten stan 45m2	Beograd, Medaković I	 45 m2, 230 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384294/sredjen-namesten-stan-45m2/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Zemun, 100m2, agencijski ID: 1524	Beograd, Zemun (Centar)	 100 m2, 380 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384286/zemun-100m2-agencijski-id-1524/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Zemun(retenzija), 100m2, agencijski ID: 3146	Beograd, Retenzija	 100 m2, 380 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384285/zemunretenzija-100m2-agencijski-id-3146/?cat=izdavanje&top=true	26.10.2017.
2017-10-27 01:14:46	Novi Beograd(Blok 30), 42m2, agencijski ID: 5580	Beograd, Novi Beograd Blok 30 (B92)	 42 m2, 250 EUR	9	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384272/novi-beogradblok-30-42m2-agencijski-id-5580/?cat=izdavanje&top=true	26.10.2017.
2017-10-27 01:14:46	Banovo brdo, 73m2, Novogradnja, agencijski ID: 5579	Beograd, Banovo brdo	 73 m2, 600 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384273/banovo-brdo-73m2-novogradnja-agencijski-id-5579/?cat=izdavanje&top=true	26.10.2017.
2017-10-27 01:14:46	stan,Dedinje,450 EUR Agencijski ID:31356	Beograd, Dedinje (25. maj)	 65 m2, 450 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384269/standedinje450-eur-agencijski-id31356/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	stan,Centar- Palilula,250 EUR Agencijski ID:31357	Beograd, Palilula	 46 m2, 250 EUR	5	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384266/stancentar-palilula250-eur-agencijski-id31357/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	stan,Dedinje,1700 EUR Agencijski ID:31355	Beograd, Dedinje (25. maj)	 220 m2, 1.700 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384267/standedinje1700-eur-agencijski-id31355/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	stan,Vračar,230 EUR Agencijski ID:18538	Beograd, Vračar (Centar)	 28 m2, 230 EUR	7	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384268/stanvracar230-eur-agencijski-id18538/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	stan,Centar - Strogi Centar,250 EUR Agencijski ID:31358	Beograd, Centar (uži)	 25 m2, 250 EUR	7	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384263/stancentar-strogi-centar250-eur-agencijski-id31358/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	stan,Dorćol,350 EUR Agencijski ID:25093	Beograd, Gornji Dorćol	 80 m2, 350 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384265/standorcol350-eur-agencijski-id25093/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Branka Krsmanovića - 1.5 - 70m2 ID#644	Beograd, Đeram pijaca	 70 m2, 600 EUR	12	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384246/branka-krsmanovica-1-5-70m2-id-644/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan za izdavanje, Slavija,62m2,ID1138	Beograd, Savski venac	 62 m2, 550 EUR	20	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384234/stan-za-izdavanje-slavija62m2id1138/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Izdavanje stana, Vračar, 91m2, ID 1139-1	Beograd, Vračar (Centar)	 91 m2, 650 EUR	20	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384235/izdavanje-stana-vracar-91m2-id-1139-1/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan za izdavanje, Dedinje, 60m2, ID1146	Beograd, Dedinje (25. maj)	 60 m2, 500 EUR	16	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384241/stan-za-izdavanje-dedinje-60m2-id1146/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan za izdavanje, Hotel YU, 62m2, ID 1147-1	Beograd, Novi Beograd Blok 11b	 62 m2, 450 EUR	20	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384242/stan-za-izdavanje-hotel-yu-62m2-id-1147-1/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan za izdavanje, Stari Grad, 60m2, ID 1128-1	Beograd, Centar (uži)	 60 m2, 380 EUR	18	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384232/stan-za-izdavanje-stari-grad-60m2-id-1128-1/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan za izdavanje, Dorćol, 40m2, ID 1132-1	Beograd, Gornji Dorćol	 40 m2, 350 EUR	13	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384233/stan-za-izdavanje-dorcol-40m2-id-1132-1/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Stan, Beograd, Blok 21	Beograd, Novi Beograd Blok 21 (10. Gimnazija)	 176 m2, 2.000 EUR	19	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384206/stan-beograd-blok-21/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Novi Beograd - Arena Blok 29 ID#1222059	Beograd, Novi Beograd Blok 29	 92 m2, 1.000 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384203/novi-beograd-arena-blok-29-id-1222059/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Centar - Stari Grad ID#1622672	Beograd, Centar (uži)	 65 m2, 400 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384201/centar-stari-grad-id-1622672/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Centar - Kalemegdan ID#1622722	Beograd, Kalemegdan	 70 m2, 390 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384202/centar-kalemegdan-id-1622722/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	EKONOMSKI FAKULTET - Lička, površina: 31, struktura: 1	Beograd, Savski venac	 31 m2, 250 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384181/ekonomski-fakultet-licka-povrsina-31-struktura-1/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	KARAĐORĐEV TRG - Karađorđev trg, površina: 78+2L, struktura: 3	Beograd, Zemun (Centar)	 78 m2, 330 EUR	10	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384180/karadjordjev-trg-karadjordjev-trg-povrsina-782l-struktura-3/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Brace Jerkovic Trosoban Hitno	Beograd, Braće Jerković	 50 m2, 160 EUR	9	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384157/brace-jerkovic-trosoban-hitno/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Autokomanda, novogradnja, jednoiposoban ID#4823	Beograd, Autokomanda	 48 m2, 300 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384088/autokomanda-novogradnja-jednoiposoban-id-4823/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Širi centar - Dedinje ID#21339	Beograd, Dedinje (25. maj)	 55 m2, 470 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384081/siri-centar-dedinje-id-21339/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Centar - Stari Grad Dorcol ID#22247	Beograd, Centar (uži)	 56 m2, 300 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384079/centar-stari-grad-dorcol-id-22247/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Centar - Stari Grad Poslovni Prostor ID#22026	Beograd, Centar (uži)	 70 m2, 250 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384080/centar-stari-grad-poslovni-prostor-id-22026/?cat=izdavanje	26.10.2017.
2017-10-27 01:14:46	Centar - Vracar ID#22542	Beograd, Vračar (Centar)	 72 m2, 550 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384077/centar-vracar-id-22542/?cat=izdavanje	26.10.2017.
2017-10-27 01:15:41	Novi Beograd - Blok 63 Novogradnja ID#22855	Beograd, Novi Beograd Blok 63	 45 m2, 250 EUR	6	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384595/novi-beograd-blok-63-novogradnja-id-22855/?cat=izdavanje	27.10.2017.
2017-10-27 01:15:41	Novi Beograd - Novi Merkator ID#22857	Beograd, Novi Beograd Blok 31 (Merkator)	 50 m2, 250 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384593/novi-beograd-novi-merkator-id-22857/?cat=izdavanje	27.10.2017.
2017-10-27 01:15:41	Novi Beograd - Blok 63 SUN STIY ID#22856	Beograd, Novi Beograd Blok 63	 55 m2, 500 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384594/novi-beograd-blok-63-sun-stiy-id-22856/?cat=izdavanje	27.10.2017.
2017-10-27 01:15:41	Novi Beograd - Blok 63 SUN SITY ID#22859	Beograd, Novi Beograd Blok 63	 55 m2, 400 EUR	8	https://www.nekretnine.rs/stambeni-objekti/stanovi/1384591/novi-beograd-blok-63-sun-sity-id-22859/?cat=izdavanje	27.10.2017.
